transaction_id,guest_name,room_no,folio_no,transaction_date,amount_rm,card_last4,payment_method,allocation_status
TXN000847,  Guest 0691  ,686,31097,2025-01-15,1190.02,5757,Visa,Matched
TXN000004,Guest 0367,413,35940,2025-02-09,1689.77,8490,Visa,Unmatched
TXN001158,Guest 0796,186,37452,2025-03-18,542.92,6999,Mastercard,Matched
TXN001231,Guest 0673,195,35746,2025-03-15,323.85,7900,Mastercard,Unmatched
TXN000468,Guest 0544,764,30999,2025-02-23,132.76,8386,Visa,Matched
TXN000322,Guest 0028,414,39822,2025-01-10,733.41,7499,Mastercard,Matched
TXN000006,Guest 0104,767,32448,2025-03-19,215.67,2252,American Express,Matched
TXN001385,Guest 0639,143,36235,2025-02-04,537.22,7631,Mastercard,Pending
TXN000548,Guest 0468,689,37099,2025-02-23,1733.78,5975,Visa,Matched
TXN000229,Guest 0232,344,30046,2025-02-19,953.92,8489,Mastercard,Pending
TXN000543,Guest 0766,748,33126,2025-01-18,292.14,7366,Mastercard,Matched
TXN000243,Guest 0363,677,39185,2025-01-09,358.61,5620,Visa,Matched
TXN000899,Guest 0638,630,39381,2025-01-07,1322.58,6736,American Express,Matched
TXN001477,Guest 0439,280,39589,2025-02-14,1032.92,2412,Mastercard,Matched
TXN001555,Guest 0332,488,36183,2025-02-11,248.46,7264,Visa,Matched
TXN001305,Guest 0095,264,39107,2025-02-24,329.58,0596,Mastercard,Matched
TXN000843,Guest 0612,169,34992,2025-03-23,718.04,7648,Visa,Unmatched
TXN001429,Guest 0624,121,38886,2025-01-25,690.66,8056,Mastercard,Unmatched
TXN001876,Guest 0483,161,36491,2025-01-11,335.36,0051,Mastercard,Matched
TXN001985,Guest 0687,199,37198,2025-02-27,1338.17,4569,Visa,Unmatched
TXN000662,Guest 0620,506,39441,2025-03-08,569.79,8719,Visa,Unmatched
TXN001633,Guest 0030,465,39910,2025-01-09,479.58,6969,American Express,Unmatched
TXN000315,Guest 0182,626,38523,2025-01-22,2694.76,9244,Visa,Matched
TXN000692,Guest 0486,147,36718,2025-03-13,-1261.12,7931,Mastercard,Matched
TXN001515,Guest 0211,456,32823,2025-01-23,404.2,6808,Visa,Matched
TXN000425,Guest 0279,320,39705,2025-02-07,1033.5,4504,Mastercard,Pending
TXN000595,Guest 0245,532,39567,2025-01-29,217.19,5023,Visa,Matched
TXN001979,Guest 0434,244,34709,2025-01-06,545.92,1132,Visa,Pending
TXN000623,Guest 0084,678,38059,2025-01-15,734.89,9199,Visa,Matched
TXN001179,Guest 0173,161,33885,2025-01-24,260.68,6513,Mastercard,Matched
TXN001051,Guest 0669,404,39913,2025-02-15,623.21,1983,Visa,Matched
TXN000228,Guest 0747,529,36564,2025-02-22,318.94,8915,Mastercard,Matched
TXN001126,Guest 0712,622,39045,2025-03-17,433.11,1116,Mastercard,Matched
TXN001341,Guest 0434,311,38831,2025-02-18,533.09,0213,Visa,Pending
TXN001106,Guest 0243,550,33440,2025-01-17,1119.84,1598,American Express,Matched
TXN000067,Guest 0581,698,33827,2025-03-23,308.71,9423,Mastercard,Matched
TXN000025,Guest 0059,418,34885,2025-03-12,540.89,9243,Mastercard,Matched
TXN000145,Guest 0291,191,30691,2025-03-31,555.3,1766,American Express,Matched
TXN000537,Guest 0261,157,33445,2025-02-11,471.41,6417,American Express,Matched
TXN000812,Guest 0229,273,38125,2025-03-21,485.48,4720,Visa,Matched
TXN001558,Guest 0277,282,37580,2025-03-11,582.53,7446,Visa,Pending
TXN000086,Guest 0525,543,37647,2025-03-05,305.0,6069,Visa,Matched
TXN001318,Guest 0320,175,38794,2025-02-23,551.66,1573,Visa,Matched
TXN001190,Guest 0668,307,30443,2025-01-01,1590.03,0999,Visa,Matched
TXN001819,Guest 0502,375,36925,2025-01-13,174.03,2912,Mastercard,Pending
TXN001832,Guest 0163,209,33049,2025-03-27,832.13,5378,Mastercard,Matched
TXN001779,Guest 0789,595,34215,2025-01-28,1035.82,2621,American Express,Matched
TXN001880,Guest 0035,108,30932,2025-01-10,269.98,1279,Mastercard,Matched
TXN000363,Guest 0770,448,37596,2025-01-21,221.59,9630,Mastercard,Pending
TXN001623,Guest 0265,241,38405,2025-03-25,300.22,3705,Visa,Matched
TXN001161,Guest 0095,367,30454,2025-02-22,307.25,6087,American Express,Matched
TXN001027,Guest 0091,278,32447,2025-01-07,360.61,5979,Visa,Matched
TXN001031,Guest 0586,322,38918,2025-02-13,655.12,7179,Mastercard,Matched
TXN001226,Guest 0618,445,36150,2025-03-29,210.21,8495,Visa,Matched
TXN001365,Guest 0129,291,39906,2025-02-19,317.15,2109,Mastercard,Pending
TXN001095,Guest 0728,411,39748,2025-01-30,303.94,4028,Mastercard,Pending
TXN000666,Guest 0430,678,30262,2025-03-04,567.2,7531,Mastercard,Matched
TXN000365,Guest 0608,505,38151,2025-01-11,553.93,8199,Mastercard,Matched
TXN000078,Guest 0353,521,31843,2025-01-21,316.68,7292,American Express,Matched
TXN000028,Guest 0761,409,36981,2025-03-16,500.07,3324,Visa,Matched
TXN001447,Guest 0257,567,31486,2025-03-26,444.68,0538,American Express,Matched
TXN000526,Guest 0260,421,30717,2025-01-28,548.88,1526,American Express,Matched
TXN001849,Guest 0593,523,30652,2025-02-16,279.69,8223,Visa,Matched
TXN000056,Guest 0294,365,38596,2025-01-04,347.13,0686,Mastercard,Matched
TXN000639,Guest 0121,531,37915,2025-03-13,101.32,4577,Visa,Matched
TXN000303,Guest 0456,194,31651,2025-01-01,454.32,3099,Mastercard,Matched
TXN000719,Guest 0464,381,31742,2025-01-22,331.33,4215,Mastercard,Matched
TXN000625,Guest 0738,375,35308,2025-02-24,1196.11,4320,Mastercard,Matched
TXN000008,Guest 0122,555,37456,2025-03-04,389.84,0276,Mastercard,Matched
TXN000804,Guest 0051,654,38344,2025-03-24,327.51,4908,Visa,Matched
TXN001050,Guest 0567,738,35059,2025-01-11,138.55,6247,Visa,Pending
TXN000337,Guest 0364,630,35407,2025-03-28,503.8,5398,Visa,Matched
TXN000048,Guest 0426,274,35707,2025-03-22,148.18,8108,Visa,Matched
TXN001491,Guest 0087,432,31117,2025-01-25,169.07,5079,Visa,Matched
TXN000107,Guest 0613,172,30255,2025-03-12,489.81,7233,American Express,Matched
TXN000350,Guest 0404,346,36780,2025-01-15,824.41,1134,Mastercard,Matched
TXN001080,Guest 0359,457,33035,2025-03-17,518.84,2541,Mastercard,Unmatched
TXN000239,Guest 0381,631,39976,2025-01-28,469.6,6622,Visa,Matched
TXN000214,Guest 0093,599,33314,2025-02-10,667.11,0431,Mastercard,Matched
TXN001262,Guest 0384,158,31063,2025-03-25,1521.55,8877,Visa,Matched
TXN001147,Guest 0515,433,38890,2025-02-17,453.57,6175,Visa,Matched
TXN000794,Guest 0428,281,30747,2025-03-16,340.56,4686,Visa,Matched
TXN001097,Guest 0140,531,31612,2025-03-17,507.28,0813,Visa,Matched
TXN000057,Guest 0588,692,30045,2025-02-19,390.84,1073,Mastercard,Matched
TXN001594,Guest 0456,539,36489,2025-01-02,131.11,4175,Visa,Matched
TXN001685,Guest 0781,481,35141,2025-02-02,745.51,7576,Visa,Matched
TXN000524,Guest 0322,790,36961,2025-03-16,179.39,9520,Visa,Matched
TXN000233,Guest 0751,523,31514,2025-01-02,411.43,7352,Visa,Matched
TXN000645,Guest 0362,119,37974,2025-03-11,305.32,3219,Mastercard,Matched
TXN001519,Guest 0543,497,32365,2025-02-14,305.97,7603,Mastercard,Pending
TXN000534,Guest 0137,626,31887,2025-01-26,136.04,7064,Mastercard,Matched
TXN001520,Guest 0738,468,31650,2025-02-11,470.79,1679,Mastercard,Matched
TXN000604,Guest 0451,629,33191,2025-01-13,406.21,7632,Visa,Unmatched
TXN001443,Guest 0365,745,35664,2025-03-26,326.8,8931,American Express,Matched
TXN001075,Guest 0466,201,37124,2025-02-12,173.93,8502,Visa,Matched
TXN001314,Guest 0180,376,31585,2025-03-18,150.28,5315,Mastercard,Matched
TXN000061,Guest 0716,202,34691,2025-03-25,317.37,1731,Mastercard,Matched
TXN001273,Guest 0523,269,35677,2025-03-25,308.59,8029,American Express,Matched
TXN000093,Guest 0645,357,31759,2025-03-17,512.48,0548,Visa,Matched
TXN000667,Guest 0193,315,30799,2025-02-15,791.93,6115,Mastercard,Matched
TXN000281,Guest 0611,435,30161,2025-01-25,298.82,2157,American Express,Matched
TXN001122,Guest 0800,532,37110,2025-01-08,157.99,2566,Mastercard,Unmatched
TXN000360,Guest 0167,778,35072,2025-03-09,538.32,9079,Mastercard,Matched
TXN001754,Guest 0216,292,30019,2025-02-05,509.96,9121,Mastercard,Matched
TXN001178,Guest 0238,416,37793,2025-01-18,913.79,3860,American Express,Matched
TXN000848,Guest 0310,168,34026,2025-01-05,318.98,1150,American Express,Matched
TXN001388,Guest 0590,790,35425,2025-01-30,996.26,0948,American Express,Unmatched
TXN000111,Guest 0225,103,38649,2025-01-25,-373.7,2368,Visa,Unmatched
TXN000043,Guest 0598,632,33505,2025-03-05,298.91,4238,Mastercard,Matched
TXN000126,Guest 0205,453,32444,2025-02-20,618.45,9520,Visa,Matched
TXN000205,Guest 0364,308,30541,2025-02-11,313.08,9345,Visa,Matched
TXN000053,Guest 0289,635,33894,2025-02-02,916.2,6538,Visa,Matched
TXN000546,Guest 0319,628,36416,2025-01-05,557.45,1099,Visa,Matched
TXN000069,Guest 0265,616,31498,2025-01-07,529.53,6870,Mastercard,Unmatched
TXN001145,Guest 0611,548,32331,2025-01-30,814.3,0140,Mastercard,Pending
TXN001559,Guest 0135,469,31045,2025-03-31,694.87,,Visa,Matched
TXN000184,Guest 0516,696,39160,2025-03-04,461.22,0958,Mastercard,Matched
TXN000138,Guest 0019,281,37316,2025-01-03,410.7,0004,Visa,Matched
TXN000900,Guest 0162,510,38216,2025-02-25,319.72,9148,Mastercard,Matched
TXN000797,Guest 0697,453,30765,2025-03-29,664.43,3642,Visa,Matched
TXN000133,Guest 0416,611,39139,2025-01-09,469.04,6669,Visa,Pending
TXN000081,Guest 0662,732,38979,2025-03-26,861.04,0510,Mastercard,Matched
TXN001494,Guest 0596,245,32501,2025-01-30,666.69,1900,Visa,Matched
TXN001552,Guest 0418,348,34913,2025-03-18,731.12,0149,Visa,Unmatched
TXN000542,Guest 0777,540,39596,2025-01-05,447.51,3785,Mastercard,Unmatched
TXN001607,Guest 0262,416,35065,2025-01-14,356.37,3297,Mastercard,Matched
TXN000984,Guest 0658,382,30024,2025-02-28,198.94,9229,Visa,Pending
TXN000166,Guest 0740,576,36593,2025-03-15,971.41,2634,Mastercard,Pending
TXN000249,Guest 0125,738,30624,2025-03-12,543.84,2250,Mastercard,Matched
TXN000447,Guest 0619,316,32886,2025-01-29,253.41,0693,Mastercard,Matched
TXN001334,Guest 0679,726,32112,2025-03-14,303.59,8405,Visa,Matched
TXN000859,Guest 0580,284,34279,2025-03-02,258.77,6947,Visa,Unmatched
TXN001395,Guest 0270,480,35926,2025-01-20,767.82,7718,Visa,Matched
TXN000098,Guest 0689,203,39186,2025-03-03,376.48,1396,Mastercard,Matched
TXN001989,Guest 0333,707,30074,2025-01-19,612.06,9818,Visa,Unmatched
TXN000738,Guest 0151,357,31350,2025-01-31,281.61,6909,Mastercard,Matched
TXN001824,Guest 0143,205,34745,2025-03-20,453.85,5763,Visa,Pending
TXN000103,Guest 0138,233,34878,2025-03-14,543.96,5473,Mastercard,Pending
TXN000435,Guest 0361,509,36108,2025-02-09,426.41,4699,Mastercard,Matched
TXN000075,Guest 0558,327,39114,2025-03-03,366.27,8505,American Express,Pending
TXN001806,Guest 0680,205,37048,2025-01-05,1832.94,6319,American Express,Matched
TXN001339,Guest 0687,373,31073,2025-03-11,2651.0,8401,Mastercard,Matched
TXN000919,Guest 0680,691,30788,2025-01-23,347.6,7603,Visa,Matched
TXN000066,Guest 0408,342,32538,2025-01-30,1136.19,0832,Visa,Matched
TXN001684,Guest 0456,403,36427,2025-03-13,489.65,0637,Mastercard,Matched
TXN001766,Guest 0327,485,37128,2025-03-26,377.22,6968,American Express,Matched
TXN000763,Guest 0292,169,31387,2025-03-27,109.03,3166,Visa,Matched
TXN000990,Guest 0343,718,31291,2025-03-12,889.21,8457,Visa,Matched
TXN000389,Guest 0765,336,32162,2025-03-22,386.15,5046,American Express,Matched
TXN000236,Guest 0633,128,36733,2025-03-06,361.64,3456,Mastercard,Unmatched
TXN001518,Guest 0723,572,39278,2025-01-05,315.88,7880,Mastercard,Matched
TXN000268,Guest 0583,750,30429,2025-02-01,336.64,,Mastercard,Matched
TXN001803,Guest 0645,406,37347,2025-02-10,718.35,3802,Mastercard,Matched
TXN000118,Guest 0434,192,32155,2025-01-13,262.28,6003,Mastercard,Matched
TXN001618,Guest 0328,229,39356,2025-02-15,205.31,1123,Mastercard,Matched
TXN000674,Guest 0151,707,35246,2025-01-09,692.74,1283,American Express,Matched
TXN000250,Guest 0339,365,31904,2025-01-04,930.77,9906,Mastercard,Matched
TXN001464,Guest 0041,309,39069,2025-01-05,527.9,6169,Visa,Unmatched
TXN001324,Guest 0512,378,39083,2025-03-21,186.32,3113,master card,Matched
TXN000095,  Guest 0130  ,771,33146,2025-03-22,518.18,0227,Mastercard,Matched
TXN000034,Guest 0543,296,39481,2025-02-19,377.14,2261,Mastercard,Matched
TXN001475,Guest 0239,140,34750,2025-03-29,308.67,7137,Mastercard,Matched
TXN001681,Guest 0568,233,33571,2025-03-26,402.19,4748,Mastercard,Matched
TXN000449,Guest 0623,486,31880,2025-02-16,709.22,3940,Visa,Matched
TXN000717,Guest 0347,722,35642,2025-02-16,1226.26,1300,Visa,Matched
TXN001274,Guest 0323,425,38221,2025-03-02,426.7,8859,American Express,Matched
TXN001959,Guest 0079,528,39674,2025-03-01,380.65,8106,Visa,Unmatched
TXN000001,Guest 0703,322,36191,2025-01-09,251.56,1503,Visa,Matched
TXN001386,Guest 0198,713,30922,2025-01-22,1694.44,0084,Visa,Matched
TXN001102,Guest 0105,480,38636,2025-02-12,526.43,1143,Mastercard,Matched
TXN001109,Guest 0721,328,32803,2025-03-26,266.76,0785,Visa,Matched
TXN001235,Guest 0458,364,33526,2025-02-27,341.52,0759,Visa,Matched
TXN000083,Guest 0260,638,32358,2025-01-15,521.07,0509,Visa,Matched
TXN001951,Guest 0302,380,36257,2025-03-24,833.2,2712,Visa,Matched
TXN000677,Guest 0770,489,38067,2025-02-22,379.04,3934,Visa,Matched
TXN001462,Guest 0757,102,39362,2025-01-29,1188.02,3841,Mastercard,Matched
TXN001047,Guest 0583,640,35957,2025-01-22,826.92,3577,Mastercard,Pending
TXN000771,Guest 0529,307,35620,2025-02-28,265.93,1205,Mastercard,Unmatched
TXN001224,Guest 0621,673,33275,2025-02-28,448.79,1357,Visa,Matched
TXN001290,Guest 0149,304,30518,2025-02-25,234.05,2794,Visa,Matched
TXN001592,Guest 0237,506,36530,2025-02-01,292.16,2216,Visa,Matched
TXN001972,Guest 0742,269,30718,2025-03-24,843.05,1026,American Express,Pending
TXN000405,Guest 0308,283,38127,2025-02-14,456.64,3138,Mastercard,Matched
TXN001741,Guest 0180,625,31400,2025-02-08,185.65,1647,American Express,Matched
TXN001308,Guest 0109,621,32031,2025-01-22,301.06,4584,American Express,Matched
TXN001711,Guest 0288,292,32631,2025-01-31,453.67,2670,Visa,Matched
TXN000105,Guest 0697,155,38249,2025-03-13,650.55,2699,Mastercard,Unmatched
TXN000689,Guest 0511,106,36987,2025-02-10,365.84,0666,Visa,Matched
TXN001315,Guest 0323,386,38889,2025-03-23,938.81,5837,American Express,Matched
TXN000827,Guest 0290,238,35383,2025-03-03,360.11,0422,Mastercard,Unmatched
TXN000063,Guest 0120,543,33779,2025-02-02,188.66,1170,Mastercard,Matched
TXN000853,Guest 0092,175,36775,2025-03-28,492.03,2601,Mastercard,Matched
TXN001363,Guest 0038,508,30013,2025-02-01,720.45,7608,Visa,Matched
TXN000224,Guest 0339,473,32551,2025-01-19,292.49,3411,Mastercard,Matched
TXN000146,Guest 0356,296,38157,2025-03-18,331.0,3417,Visa,Matched
TXN001089,Guest 0186,197,31368,2025-02-28,369.15,7713,Visa,Matched
TXN000374,Guest 0319,672,37270,2025-02-03,110.33,6686,Mastercard,Matched
TXN001818,Guest 0643,746,35470,2025-01-23,496.41,9091,Visa,Matched
TXN001143,Guest 0362,561,39988,2025-03-25,561.47,2488,American Express,Matched
TXN001841,Guest 0697,644,34892,2025-02-08,297.43,8911,Mastercard,Matched
TXN001506,Guest 0711,686,34507,2025-01-22,742.46,3795,Mastercard,Matched
TXN001613,Guest 0488,548,34529,2025-03-02,647.5,1797,American Express,Matched
TXN001574,Guest 0265,581,39602,2025-03-15,332.62,6361,Visa,Matched
TXN000010,Guest 0506,182,30844,2025-01-09,311.62,0382,Visa,Unmatched
TXN000450,Guest 0138,728,31390,2025-01-26,365.24,,Mastercard,Matched
TXN000709,Guest 0585,637,32001,2025-02-12,94.94,1178,Mastercard,Matched
TXN000256,Guest 0549,330,31288,2025-01-14,212.72,3715,Visa,Unmatched
TXN000883,Guest 0451,449,37616,2025-02-10,172.59,3321,Visa,Matched
TXN000390,Guest 0699,518,36478,2025-01-14,310.22,0911,American Express,Matched
TXN000909,Guest 0103,659,31589,2025-02-03,1254.49,1989,American Express,Matched
TXN000925,Guest 0339,332,33487,2025-01-23,245.15,2061,American Express,Matched
TXN001717,Guest 0280,240,36721,2025-02-28,341.49,6611,American Express,Matched
TXN001241,Guest 0168,346,35067,2025-02-15,446.39,2451,American Express,Matched
TXN000461,Guest 0273,172,31680,2025-03-07,413.45,6962,Mastercard,Matched
TXN001279,Guest 0795,365,35045,2025-01-01,625.83,5889,Mastercard,Unmatched
TXN001714,Guest 0180,562,38042,2025-03-08,494.91,8084,Visa,Matched
TXN001169,Guest 0658,347,33988,2025-03-31,560.3,4515,Mastercard,Matched
TXN000959,Guest 0411,743,32941,2025-03-29,271.87,2913,Mastercard,Matched
TXN000502,Guest 0080,474,39713,2025-02-28,175.27,4995,Visa,Matched
TXN000740,Guest 0276,465,34410,2025-03-22,292.71,3412,Mastercard,Matched
TXN001864,Guest 0489,246,35861,2025-02-03,615.13,2744,Visa,Pending
TXN000869,Guest 0689,745,37475,2025-02-10,279.36,7351,Visa,Unmatched
TXN000732,Guest 0418,579,33303,2025-02-07,319.58,4497,Mastercard,Matched
TXN000540,Guest 0395,708,31401,2025-01-02,450.62,2309,Visa,Matched
TXN001202,Guest 0731,388,32868,2025-02-12,623.18,9892,Mastercard,Unmatched
TXN000698,Guest 0335,163,37738,2025-02-23,-494.87,8136,Visa,Unmatched
TXN001403,Guest 0126,571,30876,2025-01-27,259.73,0284,American Express,Matched
TXN001387,Guest 0620,265,37878,2025-02-20,471.69,9597,Mastercard,Unmatched
TXN001146,Guest 0442,625,33070,2025-02-13,298.3,4279,Mastercard,Matched
TXN001032,Guest 0219,685,37553,2025-01-16,263.89,5752,Visa,Matched
TXN000373,Guest 0049,259,39393,2025-02-06,967.43,8257,Mastercard,Matched
TXN000668,Guest 0773,197,32426,2025-03-19,544.26,1733,Mastercard,Unmatched
TXN001537,Guest 0025,139,32222,2025-01-14,844.68,0250,Visa,Pending
TXN000358,Guest 0176,280,30043,2025-03-22,342.86,4337,Mastercard,Matched
TXN000968,Guest 0183,337,35629,2025-01-29,349.19,4486,Visa,Matched
TXN000784,Guest 0670,629,36986,2025-01-11,523.84,8379,Mastercard,Unmatched
TXN000736,Guest 0112,393,36474,2025-03-02,441.23,8780,master card,Matched
TXN001036,Guest 0765,259,31721,2025-03-08,294.04,6165,American Express,Matched
TXN000971,Guest 0489,698,31990,2025-01-27,594.46,4650,Visa,Matched
TXN001600,Guest 0498,639,32734,2025-03-05,227.25,9955,Visa,Matched
TXN001498,Guest 0381,448,33095,2025-03-12,841.9,1581,Mastercard,Matched
TXN001703,Guest 0200,294,35063,2025-03-03,740.06,7168,master card,Matched
TXN001360,Guest 0422,339,30533,2025-02-02,148.14,8061,Mastercard,Matched
TXN001502,Guest 0513,258,30848,2025-01-24,588.76,6639,Mastercard,Pending
TXN001654,Guest 0413,426,32707,2025-02-23,1753.01,3282,Mastercard,Matched
TXN001253,Guest 0125,600,37756,2025-01-07,432.99,9962,Mastercard,Matched
TXN001707,Guest 0126,388,38461,2025-03-30,681.33,0720,Visa,Matched
TXN001729,Guest 0273,391,32205,2025-02-09,569.85,8118,Visa,Matched
TXN001237,Guest 0291,491,38411,2025-01-01,176.8,8866,American Express,Unmatched
TXN000886,Guest 0123,242,30404,2025-03-08,422.88,1604,Visa,Matched
TXN000080,Guest 0101,634,36355,2025-03-02,567.91,0663,Mastercard,Matched
TXN001173,Guest 0346,707,39922,2025-02-05,259.5,9263,American Express,Matched
TXN000815,Guest 0160,622,33689,2025-03-12,433.56,8087,Mastercard,Matched
TXN001909,Guest 0157,657,31118,2025-01-04,517.96,7488,Mastercard,Pending
TXN000672,Guest 0685,583,33513,2025-02-25,677.57,2757,Visa,Matched
TXN001543,Guest 0069,310,33703,2025-01-08,399.49,3205,Mastercard,Matched
TXN000058,Guest 0591,471,36024,2025-01-14,286.49,8561,Visa,Matched
TXN000134,Guest 0320,452,34097,2025-02-20,410.29,1318,Visa,Matched
TXN001141,Guest 0394,364,31799,2025-03-21,445.12,3395,American Express,Matched
TXN000934,Guest 0348,679,36197,2025-02-28,256.84,6512,Mastercard,Matched
TXN001698,Guest 0330,637,32362,2025-01-14,222.82,9474,Mastercard,Matched
TXN000824,Guest 0781,782,31339,2025-02-28,379.75,7151,Mastercard,Matched
TXN001215,Guest 0450,662,32470,2025-01-07,372.25,5421,American Express,Matched
TXN000505,Guest 0041,112,34136,2025-01-25,672.18,6038,American Express,Matched
TXN001789,Guest 0781,481,38398,2025-02-12,511.22,7730,Mastercard,Matched
TXN000348,Guest 0602,207,39845,2025-03-26,764.78,5097,American Express,Matched
TXN000387,Guest 0763,282,34865,2025-01-07,464.58,1427,Visa,Matched
TXN001025,Guest 0300,710,31241,2025-03-15,1155.5,5289,Mastercard,Matched
TXN000895,Guest 0209,437,36993,2025-03-09,442.36,1835,Visa,Matched
TXN000829,Guest 0502,742,34731,2025-03-19,290.14,4077,American Express,Matched
TXN001908,Guest 0777,739,37149,2025-01-15,355.24,8901,Visa,Matched
TXN000476,Guest 0339,324,32848,2025-03-12,304.72,3345,Mastercard,Matched
TXN001482,Guest 0197,166,32111,2025-01-01,384.86,3270,Visa,Matched
TXN001458,Guest 0025,376,37096,2025-02-10,1335.57,7229,American Express,Matched
TXN001407,Guest 0285,611,39870,2025-02-01,439.42,4803,American Express,Matched
TXN000653,Guest 0791,332,39316,2025-01-19,635.42,6723,Mastercard,Matched
TXN000173,Guest 0798,455,39298,2025-03-11,819.93,6537,Visa,Matched
TXN001150,Guest 0087,482,33223,2025-03-18,359.82,9097,Visa,Matched
TXN000039,Guest 0791,314,34357,2025-01-25,915.39,3333,Visa,Matched
TXN000714,Guest 0417,442,35605,2025-03-10,435.7,,Mastercard,Matched
TXN000091,Guest 0710,616,32106,2025-02-09,311.91,4287,Mastercard,Pending
TXN001952,Guest 0176,673,32023,2025-02-24,919.09,5997,Mastercard,Unmatched
TXN001206,Guest 0543,420,35012,2025-03-23,690.52,5250,Mastercard,Unmatched
TXN000876,Guest 0413,565,33223,2025-02-15,529.66,0205,Visa,Matched
TXN001361,Guest 0788,558,30616,2025-01-08,670.05,5455,Mastercard,Matched
TXN001905,Guest 0699,232,36316,2025-01-30,610.83,1893,Visa,Pending
TXN001094,Guest 0193,778,34800,2025-02-05,378.15,2673,Mastercard,Matched
TXN001156,Guest 0679,701,32566,2025-02-22,395.43,2015,Visa,Matched
TXN001503,Guest 0249,125,37444,2025-01-21,683.67,2954,Mastercard,Matched
TXN001974,Guest 0207,143,32201,2025-01-31,365.33,7385,Mastercard,Matched
TXN000500,Guest 0744,342,34725,2025-02-08,510.11,2044,American Express,Unmatched
TXN000339,Guest 0035,618,38022,2025-01-19,501.92,4053,Visa,Matched
TXN001189,Guest 0048,672,32617,2025-02-20,805.64,0934,Visa,Matched
TXN000029,Guest 0421,583,35283,2025-02-19,862.51,9549,American Express,Matched
TXN001218,Guest 0344,566,31989,2025-03-07,1007.23,4242,Mastercard,Matched
TXN001335,Guest 0058,525,33341,2025-02-18,687.96,5251,Visa,Matched
TXN001835,Guest 0113,279,39207,2025-02-06,614.58,5238,Visa,Matched
TXN000946,Guest 0086,606,35523,2025-01-11,169.17,2195,Visa,Matched
TXN000170,Guest 0783,572,37609,2025-01-03,342.23,2469,Visa,Pending
TXN001415,Guest 0478,318,32409,2025-02-22,311.0,2840,Mastercard,Unmatched
TXN001198,Guest 0650,759,39512,2025-03-30,284.55,3113,Visa,Matched
TXN001254,Guest 0298,492,38851,2025-03-13,197.53,8917,Mastercard,Unmatched
TXN001787,Guest 0142,552,37121,2025-01-18,640.6,9609,Mastercard,Matched
TXN000913,Guest 0378,118,32955,2025-02-03,344.11,2503,Mastercard,Pending
TXN000492,Guest 0212,238,35562,2025-03-20,222.15,8044,Mastercard,Matched
TXN000954,Guest 0350,200,38267,2025-02-08,618.57,0263,Mastercard,Matched
TXN001098,Guest 0252,324,31144,2025-03-09,185.89,3940,Mastercard,Matched
TXN001033,Guest 0451,352,39164,2025-03-07,546.66,7628,Mastercard,Pending
TXN000588,Guest 0257,316,34915,2025-01-09,209.52,2840,Mastercard,Matched
TXN000751,Guest 0197,129,37257,2025-03-28,316.85,2836,Mastercard,Matched
TXN000658,Guest 0217,501,35064,2025-02-26,475.78,4628,Visa,Matched
TXN000235,Guest 0471,281,37624,2025-02-14,521.56,9697,American Express,Matched
TXN000733,Guest 0746,634,35863,2025-03-24,1028.38,3185,Visa,Matched
TXN000906,Guest 0692,549,30009,2025-03-05,436.21,8774,Visa,Matched
TXN001798,Guest 0052,536,31334,2025-01-17,505.11,8903,Mastercard,Matched
TXN001157,Guest 0617,750,37284,2025-01-11,379.02,3759,master card,Matched
TXN001481,Guest 0640,792,36453,2025-01-14,267.25,7875,Visa,Matched
TXN001776,Guest 0151,759,38493,2025-01-12,275.53,0678,Mastercard,Matched
TXN000939,Guest 0723,307,37938,2025-02-11,732.38,0650,American Express,Matched
TXN000935,Guest 0647,366,33892,2025-02-09,191.55,7564,Visa,Pending
TXN001210,Guest 0189,123,39355,2025-03-28,399.45,3769,Visa,Unmatched
TXN001066,Guest 0441,583,34734,2025-02-04,98.85,1780,Mastercard,Pending
TXN000109,Guest 0225,459,36073,2025-02-12,1022.29,8831,Visa,Matched
TXN001554,Guest 0571,554,37044,2025-02-25,408.05,8612,Mastercard,Matched
TXN000569,Guest 0304,317,31601,2025-02-27,513.75,8676,Mastercard,Matched
TXN001168,Guest 0215,237,37224,2025-02-05,455.54,7924,Visa,Matched
TXN001175,Guest 0796,244,31141,2025-01-01,470.99,3265,Visa,Matched
TXN000891,Guest 0119,686,31486,2025-01-09,348.59,6565,Visa,Matched
TXN000948,Guest 0399,464,34095,2025-01-13,868.23,3424,Visa,Matched
TXN001049,Guest 0136,304,37994,2025-03-02,465.93,2280,American Express,Matched
TXN001362,Guest 0596,660,37378,2025-01-07,294.65,5426,Mastercard,Matched
TXN001382,Guest 0630,764,30389,2025-01-26,1180.79,,American Express,Matched
TXN001457,Guest 0601,212,35635,2025-03-30,523.45,5018,Visa,Matched
TXN000885,Guest 0285,105,30470,2025-03-15,667.26,5803,Visa,Matched
TXN001995,Guest 0410,193,38466,2025-03-09,407.82,4166,Visa,Matched
TXN000851,Guest 0156,750,33528,2025-03-30,259.09,9048,Mastercard,Matched
TXN000735,Guest 0358,679,33291,2025-01-19,723.79,1195,American Express,Matched
TXN000718,Guest 0553,792,36779,2025-02-14,552.09,2118,American Express,Matched
TXN000455,Guest 0665,529,34658,2025-02-23,363.82,1913,Mastercard,Matched
